symbol,period_ending,total_revenue,cost_of_revenue,gross_profit,research_and_development,"sales,_general_and_admin.",non-recurring_items,other_operating_items,operating_income,add'l_income/expense_items,earnings_before_interest_and_tax,interest_expense,earnings_before_tax,income_tax,minority_interest,equity_earnings/loss_unconsolidated_subsidiary,net_income-cont._operations,net_income,net_income_applicable_to_common_shareholders
ACCO,31-12-2019,1955700,1322200,633500,270736,389900,12000,35400,196200,10500,206700,43200,163500,56700,75630,-32034,106800,106800,106800
ACDC,31-12-2022,2425600,1438700,986900,270736,258400,48800,267300,412400,-1100,411300,59500,351800,9100,75630,-177600,165100,91500,91500
ACDC,31-12-2021,768400,570100,198300,270736,75600,215156,140700,-18000,100,-17900,25800,-43700,-200,75630,1100,-42400,362415,356400
ACDCW,31-12-2022,2425600,1438700,986900,270736,258400,48800,267300,412400,-1100,411300,59500,351800,9100,75630,-177600,165100,91500,91500
ACDCW,31-12-2021,768400,570100,198300,270736,75600,215156,140700,-18000,100,-17900,25800,-43700,-200,75630,1100,-42400,362415,356400
ACEL,31-12-2022,969797,670901,298896,270736,155262,215156,46779,96855,19544,116399,21637,94762,20660,75630,-32034,74102,74102,74102
ACEL,31-12-2021,734707,494032,240675,270736,123807,215156,46676,70192,-10914,59278,12702,46576,15017,75630,-32034,31559,31559,31559
ACEL,31-12-2020,316352,211086,105266,270736,86368,215156,43577,-24679,21058,-3621,13707,-17328,-16918,75630,-32034,-410,-410,-410
ACEL,31-12-2019,428696,282008,146688,270736,88979,215156,44373,13336,-32041,-18705,12860,-31565,5199,75630,-32034,-36764,-36764,-36764
ACER,31-12-2022,4885368,3188738,1963046,11925,12689,215156,534329,-24614,-1522,-26237,155791,-26237,136211,75630,-32034,-26237,-26237,-26237
ACER,31-12-2021,1260,3188738,1260,6508,10700,215156,534329,-15948,55,-15374,155791,-15374,136211,75630,-32034,-15374,-15374,-15374
ACER,31-12-2020,4885368,3188738,1963046,11848,10955,215156,534329,-22803,-96,-22885,155791,-22885,136211,75630,-32034,-22885,-22885,-22885
ACER,31-12-2019,4885368,3188738,1963046,13851,16046,215156,534329,-29897,8,-29418,155791,-29418,136211,75630,-32034,-29418,-29418,-29418
ACET,31-12-2022,24990,3188738,24990,71246,26295,215156,534329,-72551,2841,-69710,80,-69790,136211,75630,-32034,-69790,-69790,-69790
ACET,31-12-2021,9730,3188738,9730,48943,22220,215156,534329,-61433,-515,-61948,176,-62124,-125,75630,-32034,-61999,-61999,-61999
ACET,31-12-2020,17903,3188738,17903,34334,22760,215156,534329,-39191,-168,-39359,134,-39493,-2815,75630,-32034,-36678,-36678,-36678
ACET,31-12-2019,995,3188738,995,23691,8692,215156,534329,-31388,3269,-28119,155791,-28119,19,75630,-32034,-28138,-28138,-28138
ACGL,31-12-2022,9614808,6767097,2847711,270736,95482,215156,1234375,1488493,100905,1618759,130266,1488493,79961,73891,-5490,1408532,1476933,1436197
ACGL,31-12-2021,9249980,5887981,3361999,270736,79157,215156,1081550,2103351,41529,2242821,139470,2103351,128582,264693,-82613,1974769,2156849,2093405
ACGL,31-12-2020,8508509,5694441,2814068,270736,81988,215156,944207,1560783,-83634,1704239,143456,1560783,111838,16766,-60190,1448945,1405521,1363909
ACGL,31-12-2019,6925967,3974397,2951570,270736,80111,215156,883101,1846877,-20609,1967749,120872,1846877,155810,2233,-56981,1691067,1636319,1594707
ACGLN,31-12-2022,9614808,6767097,2847711,270736,95482,215156,1234375,1488493,100905,1618759,130266,1488493,79961,73891,-5490,1408532,1476933,1436197
ACGLN,31-12-2021,9249980,5887981,3361999,270736,79157,215156,1081550,2103351,41529,2242821,139470,2103351,128582,264693,-82613,1974769,2156849,2093405
ACGLN,31-12-2020,8508509,5694441,2814068,270736,81988,215156,944207,1560783,-83634,1704239,143456,1560783,111838,16766,-60190,1448945,1405521,1363909
ACGLN,31-12-2019,6925967,3974397,2951570,270736,80111,215156,883101,1846877,-20609,1967749,120872,1846877,155810,2233,-56981,1691067,1636319,1594707
ACGLO,31-12-2022,9614808,6767097,2847711,270736,95482,215156,1234375,1488493,100905,1618759,130266,1488493,79961,73891,-5490,1408532,1476933,1436197
ACGLO,31-12-2021,9249980,5887981,3361999,270736,79157,215156,1081550,2103351,41529,2242821,139470,2103351,128582,264693,-82613,1974769,2156849,2093405
ACGLO,31-12-2020,8508509,5694441,2814068,270736,81988,215156,944207,1560783,-83634,1704239,143456,1560783,111838,16766,-60190,1448945,1405521,1363909
ACGLO,31-12-2019,6925967,3974397,2951570,270736,80111,215156,883101,1846877,-20609,1967749,120872,1846877,155810,2233,-56981,1691067,1636319,1594707
ACHC,31-12-2022,2610399,100200,2510199,270736,1924735,215156,117769,467695,-23792,443903,69760,374143,94110,75630,-6894,280033,273139,273139
ACHC,31-12-2021,2314394,90702,2223692,270736,1702501,24293,106717,390181,-37428,352753,76993,275760,67557,75630,-4927,208203,190635,190635
ACHC,31-12-2020,2089929,87241,2002688,270736,1541826,4751,95256,360855,-18953,341902,158105,183797,40606,75630,-2933,143191,-672132,-672132
ACHC,31-12-2019,2008381,85534,1922847,270736,1520830,27217,87923,286877,-21157,265720,187325,78395,25085,75630,-1199,53310,108923,108923
ACHL,31-12-2022,4885368,3188738,1963046,57263,21120,215156,534329,-78383,7318,-71065,155791,-71065,111,75630,-32034,-71176,-71176,-71176
ACHL,31-12-2021,4885368,3188738,1963046,42224,21971,215156,534329,-64195,3133,-61062,155791,-61062,37,75630,-32034,-61099,-61099,-61099
ACHL,31-12-2020,4885368,3188738,1963046,22629,11098,215156,534329,-33727,531,-33196,155791,-33196,3,75630,-32034,-33199,-33199,-33199
ACHL,31-12-2019,4885368,3188738,1963046,9072,4703,215156,534329,-13775,-215,-13990,155791,-13990,136211,75630,-32034,-13990,-13990,-13990
ACHR,31-12-2022,4885368,3188738,1963046,171500,175900,215156,534329,-347400,27800,-317300,155791,-317300,136211,75630,-32034,-317300,-317300,-317300
ACHR,31-12-2021,4885368,3188738,1963046,64300,294000,215156,534329,-358300,11500,-347800,155791,-347800,136211,75630,-32034,-347800,-347800,-347800
ACHR,31-12-2020,4885368,3188738,1963046,21100,3500,215156,534329,-24600,41948,-24600,200,-24800,136211,75630,-32034,-24800,-24800,-24800
ACHV,31-12-2022,4885368,3188738,1963046,30078,10722,215156,534329,-40800,239,-40561,1789,-42350,136211,75630,-32034,-42350,-42350,-42350
ACHV,31-12-2021,4885368,3188738,1963046,23966,9128,215156,534329,-33094,-58,-33152,155791,-33152,136211,75630,-32034,-33152,-33152,-33152
ACHV,31-12-2020,4885368,3188738,1963046,6882,7868,215156,534329,-14750,20,-14730,155791,-14730,136211,75630,-32034,-14730,-14730,-14730
ACHV,31-12-2019,4885368,3188738,1963046,9674,6854,215156,534329,-16528,133,-16395,155791,-16395,136211,75630,-32034,-16395,-16395,-16395
ACI,25-02-2023,77649700,55894100,21755600,270736,19596000,215156,534329,2159600,180500,2340100,404600,1935500,422000,75630,-32034,1513500,1513500,1513500
ACI,26-02-2022,71887000,51164600,20722400,270736,18300500,215156,534329,2421900,159500,2581400,481900,2099500,479900,75630,-32034,1619600,1619600,1619600
ACI,27-02-2021,69690400,49275900,20414500,270736,18835800,215156,534329,1578700,88200,1666900,538200,1128700,278500,75630,-32034,850200,850200,850200
ACI,29-02-2020,62455100,44860900,17594200,270736,16641900,215156,534329,952300,344900,1297200,698000,599200,132800,75630,-32034,466400,466400,466400
ACIC,31-12-2022,455422,793736,-338314,270736,63317,215156,43632,-454876,10395,-434868,9613,-444481,25485,75630,111,-469966,-469855,-469855
ACIC,31-12-2021,634527,595708,38819,270736,57212,215156,56257,-84041,184,-74466,9391,-83857,-23989,75630,1949,-59868,-57919,-57919
ACIC,31-12-2020,846656,844318,2338,270736,72057,215156,52876,-132177,74,-122521,9582,-132103,-36605,75630,-956,-95498,-96454,-96454
ACIC,31-12-2019,825116,737761,87355,270736,65989,215156,44310,-32725,119,-22825,9781,-32606,-3121,75630,-387,-29485,-29872,-29872
ACIU,31-12-2022,4253,3188738,4253,65214,15613,215156,534329,-76575,500,-76075,384,-76459,14,75630,-32034,-76473,-76473,-76473
ACIU,31-12-2021,4885368,3188738,1963046,68355,18359,215156,534329,-86715,7241,-79473,638,-80111,3,75630,-32034,-80114,-80114,-80114
ACIU,31-12-2020,17457,3188738,17457,67297,19462,215156,534329,-69303,-540,-69842,208,-70050,136211,75630,-32034,-70050,-70050,-70050
ACIU,31-12-2019,114066,3188738,114066,52080,15994,215156,534329,45992,2924,48916,1989,46927,136211,75630,-32034,46927,46927,46927
ACIW,31-12-2022,1421901,696071,725830,146311,249006,215156,126678,203835,55993,259828,53193,206635,64458,75630,-32034,142177,142177,142177
ACIW,31-12-2021,1370598,638871,731727,144310,250340,215156,127180,209897,10228,220125,45060,175065,47274,75630,-32034,127791,127791,127791
ACIW,31-12-2020,1294322,622459,671863,139293,256035,215156,131791,144744,10512,155256,56630,98626,25966,75630,-32034,72660,72660,72660
ACIW,31-12-2019,1258294,617453,640841,146573,258980,215156,111532,123756,12487,136243,64033,72210,5148,75630,-32034,67062,67062,67062
ACLS,31-12-2022,919998,518208,401790,78356,111073,215156,534329,212361,-1900,210461,5576,204885,21806,75630,-32034,183079,183079,183079
ACLS,31-12-2021,662428,375983,286445,65431,93689,215156,534329,127325,-2062,125263,4835,120428,21778,75630,-32034,98650,98650,98650
ACLS,31-12-2020,474560,275976,198584,61833,78710,215156,534329,58041,3056,61097,5211,55886,5904,75630,-32034,49982,49982,49982
ACLS,31-12-2019,342958,198806,144152,53931,66016,215156,534329,24205,1872,26077,5155,20922,3888,75630,-32034,17034,17034,17034
ACLX,31-12-2022,4885368,3188738,1963046,149555,41704,215156,534329,-191259,4300,-186959,1720,-188679,136211,75630,-32034,-188679,-188679,-188679
ACLX,31-12-2021,4885368,3188738,1963046,46883,18135,215156,534329,-65018,59,-64959,10,-64969,136211,75630,-32034,-64969,-64969,-64969
ACLX,31-12-2020,4885368,3188738,1963046,25056,7040,215156,534329,-32096,1,-32095,155791,-32095,136211,75630,-32034,-32095,-32095,-32095
ACM,30-09-2022,13148182,12300208,847974,270736,147309,107501,534329,646804,14152,660956,110274,550682,136051,53640,-24091,414631,310611,310611
ACM,30-09-2021,13340852,12542431,798421,270736,155072,48840,534329,629553,17603,647156,238352,408804,89011,35044,-29795,319793,173185,173185
ACM,30-09-2020,13239976,12530416,709560,270736,188535,188345,534329,381461,11056,392517,159914,232603,45753,48781,-32629,186850,-186370,-186370
ACM,30-09-2019,13642455,13030800,611655,270736,148123,120346,534329,396096,18146,410652,161482,249170,13498,49320,-77060,235672,-261050,-261050
ACMR,31-12-2022,388832,205217,183615,62226,62354,215156,534329,59035,5316,69017,1655,67362,16798,4666,-11301,43929,39263,39263
ACMR,31-12-2021,259751,144895,114856,34207,41947,215156,534329,38702,481,43820,765,43055,134,4637,-5164,42394,37757,37757
ACMR,31-12-2020,156624,87025,69599,19119,28988,215156,534329,21492,-1870,20277,982,19295,-2382,655,-2897,19435,18780,18780
ACMR,31-12-2019,107524,56870,50654,12900,19963,215156,534329,17791,1726,19685,745,18940,-518,168,-564,19062,18894,18894
ACN,31-08-2023,64111745,43380138,20731607,270736,11921718,215156,534329,8809889,376968,9186857,47525,9139332,2135802,75630,-131973,6871557,6871557,6871557
ACN,31-08-2022,61594305,41892766,19701539,270736,10334358,215156,534329,9367181,-123694,9243487,47320,9196167,2207207,75630,-111791,6877169,6877169,6877169
ACN,31-08-2021,50533389,34169261,16364128,270736,8742599,215156,534329,7621529,199079,7820608,59492,7761116,1770571,75630,-83736,5906809,5906809,5906809
ACN,31-08-2020,44327039,30350881,13976158,270736,7462514,215156,534329,6513644,293758,6807402,33071,6774331,1589018,75630,-77474,5107839,5107839,5107839
ACNB,31-12-2022,108856,2561,1963046,270736,58789,215156,1492,478735,41948,46014,1063,44951,9199,75630,-32034,35752,35752,35752
ACNB,31-12-2021,100935,5012,1963046,270736,57787,215156,1214,478735,41948,36922,1903,35019,7185,75630,-32034,27834,27834,27834
ACNB,31-12-2020,105380,10318,1963046,270736,54087,5965,10404,478735,41948,24606,1904,22702,4308,75630,-32034,18394,18394,18394
ACNB,31-12-2019,87727,8129,1963046,270736,46231,769,1221,478735,41948,31377,2011,29366,5645,75630,-32034,23721,23721,23721
ACNT,31-12-2022,414147,357614,56533,270736,34945,1200,534329,20388,209,20597,2742,17855,-4211,75630,-32034,22066,22066,22066
ACNT,31-12-2021,334715,273949,60766,270736,32184,1234,534329,27348,-364,26984,1486,25498,5253,75630,-32034,20245,20245,20245
ACNT,31-12-2020,256000,233348,22652,270736,30457,23262,534329,-31067,1204,-29863,2110,-31973,-4706,75630,-32034,-27267,-27267,-27267
ACNT,31-12-2019,305168,274395,30773,270736,31880,601,534329,-1708,1763,55,3818,-3763,-727,75630,-32034,-3036,-3036,-3036
ACON,31-12-2022,60,65,-5,1068,4489,215156,534329,-5562,1,-5561,1508,-7069,136211,75630,-32034,-7069,-7069,-7484
ACON,31-12-2021,60,69,-9,788,2156,215156,534329,-2953,-1522,-4475,475,-4950,136211,75630,-32034,-4950,-4950,-5956
ACONW,31-12-2022,60,65,-5,1068,4489,215156,534329,-5562,1,-5561,1508,-7069,136211,75630,-32034,-7069,-7069,-7484
ACONW,31-12-2021,60,69,-9,788,2156,215156,534329,-2953,-1522,-4475,475,-4950,136211,75630,-32034,-4950,-4950,-5956
ACOR,31-12-2022,118566,30332,88234,5804,87006,215156,30764,-35340,30293,-5047,30200,-35247,30669,75630,-32034,-65916,-65916,-65916
ACOR,31-12-2021,129071,40787,88284,10420,126138,215156,30764,-79038,-1,-79039,30035,-109074,-5120,75630,-32034,-103954,-103954,-103954
ACOR,31-12-2020,152967,33513,119454,23012,81728,4131,30763,-78076,-56913,-77093,30574,-107667,-8073,75630,-32034,-99594,-99594,-99594
ACOR,31-12-2019,192408,34849,157559,60083,105911,277561,25636,-311632,59256,-252376,21872,-274248,-1282,75630,-32034,-272966,-272966,-272966
ACR,31-12-2022,62875,3188738,62875,270736,55026,33854,12380,7764,2998,93086,82324,10762,336,75630,197,10623,10623,-8799
ACR,31-12-2021,71337,3188738,71337,270736,30014,10601,-21168,41229,-7306,95498,61575,33923,136211,75630,-32034,33923,33923,18036
ACR,31-12-2020,19496,3188738,19496,270736,23823,298,30864,-4376,-193337,-139705,58008,-197713,136211,75630,-32034,-197713,-197713,-208063
ACR,31-12-2019,61092,3188738,61092,270736,21558,215156,105,39487,-3270,120054,83837,36217,136211,75630,-32034,36217,35966,25616
ACRE,31-12-2022,2672,3188738,2672,270736,32728,215156,534329,-30056,126307,96251,65994,30257,472,75630,-32034,29785,29785,29785
ACRE,31-12-2021,18518,3188738,18518,270736,40877,215156,534329,-22359,133621,111262,50080,61182,722,75630,-32034,60460,60460,60460
ACRE,31-12-2020,13593,3188738,13593,270736,36311,215156,534329,-22718,96859,74141,51949,22192,352,75630,-32034,21840,21840,21840
ACRE,31-12-2019,25058,3188738,25058,270736,39753,215156,534329,-14695,114784,100089,62583,37506,515,75630,-32034,36991,36991,36991
ACRO,31-12-2022,4885368,3188738,1963046,270736,2943,215156,534329,-2943,3932,989,10,979,773,75630,-32034,205,205,205
ACRO,31-12-2021,4885368,3188738,1963046,270736,1397,215156,534329,-1397,67,-1330,155791,-1330,136211,75630,-32034,-1330,-1330,-1330
ACRS,31-12-2022,29752,4023,25729,77813,37770,215156,534329,-89854,2946,-86908,155791,-86908,136211,75630,-32034,-86908,-86908,-86908
ACRS,31-12-2021,6761,4713,2048,43813,47958,215156,534329,-89723,-1142,-90865,155791,-90865,136211,75630,-32034,-90865,-90865,-90865
ACRS,31-12-2020,6482,5133,1349,29338,22923,215156,534329,-50912,-424,-51336,155791,-51336,-182,75630,-32034,-51154,-51015,-51015
ACRS,31-12-2019,4227,4055,172,64165,28561,18504,534329,-111058,-2484,-113542,155791,-113542,136211,75630,-32034,-113542,-161354,-161354
ACRV,31-12-2022,4885368,3188738,1963046,23949,8708,215156,534329,-32657,1490,-31167,155791,-31167,136211,75630,-32034,-31167,-31167,-31167
ACRV,31-12-2021,4885368,3188738,1963046,13718,2466,215156,534329,-16184,-59,-16243,155791,-16243,136211,75630,-32034,-16243,-16243,-16243
ACRX,31-12-2022,1771,2591,-820,5193,25672,4948,534329,-36633,85554,48921,1153,47768,13,75630,-32034,47755,47755,42329
ACRX,31-12-2021,2818,3753,-935,4095,30935,215156,534329,-35965,3162,-32803,2291,-35094,5,75630,-32034,-35099,-35099,-35099
ACRX,31-12-2020,5416,6032,-616,4017,36330,215156,534329,-40963,3893,-37070,3305,-40375,4,75630,-32034,-40379,-40379,-40379
ACRX,31-12-2019,2289,6806,-4517,4661,45027,215156,534329,-54205,3503,-50702,2535,-53237,3,75630,-32034,-53240,-53240,-53240
ACST,31-03-2023,4885368,3188738,1963046,9972,8275,33908,534329,-52155,184,-51971,155791,-51971,-9542,75630,-32034,-42429,-42429,-42429
ACST,31-03-2022,4885368,3188738,1963046,5559,9781,249,534329,-15589,5122,-10467,155791,-10467,-648,75630,-32034,-9819,-9819,-9819
ACST,31-03-2021,196,76,120,4173,6663,5703,534329,-16419,41948,-19678,155791,-19678,136211,75630,-32034,-19678,-19678,-19678
ACST,31-03-2020,4885368,3188738,1963046,15974,8464,215156,534329,-24438,41948,-24438,1075,-25513,136211,75630,-32034,-25513,-25513,-25513
ACT,31-12-2022,1095046,132720,962326,270736,932530,215156,12405,898222,41948,949921,51699,898222,194065,75630,-32034,704157,704157,704157
ACT,31-12-2021,1117855,356926,760929,270736,932530,215156,14704,695216,41948,746225,51009,695216,148531,75630,-32034,546685,546685,546685
ACT,31-12-2020,1106459,594858,511601,270736,932530,215156,20939,472418,41948,490662,18244,472418,101997,75630,-32034,370421,370421,370421
ACT,31-12-2019,978853,245618,733235,270736,932530,215156,15065,718170,41948,718170,155791,718170,155832,115290,-32034,562338,677628,677628
ACTG,31-12-2022,59223,37388,21835,626,61301,215156,534329,-40092,-123157,-120718,6432,-127150,-16211,42531,-14126,-82534,-125065,-125065
ACTG,31-12-2021,88047,36098,51949,200,37204,215156,534329,14545,164499,182574,7922,174652,24287,3530,-1168,152727,149197,149197
ACTG,31-12-2020,29782,24824,4958,270736,24476,215156,534329,-19518,137726,118208,10136,108072,-1159,75630,-32034,109231,109231,109231
ACTG,31-12-2019,11246,3188738,11246,270736,18132,13338,3194,-23418,4465,-18953,155791,-18953,-1824,75630,14,-17115,-17115,-17115
ACU,31-12-2022,193962,130404,63559,270736,57285,215156,534329,6273,-214,6059,2396,3662,628,75630,-32034,3035,3035,3035
ACU,31-12-2021,182088,117287,64800,270736,52030,215156,534329,12770,3327,16097,922,15175,1519,75630,-32034,13656,13656,13656
ACU,31-12-2020,164003,104408,59595,270736,48182,215156,534329,11413,-642,10771,944,9827,1728,75630,-32034,8099,8099,8099
ACU,31-12-2019,142457,90456,52001,270736,43572,215156,534329,8429,-58,8372,1828,6543,1030,75630,-32034,5514,5514,5514
ACVA,31-12-2022,421529,236653,184876,270736,280159,215156,10926,-106209,5082,-101127,979,-102106,87,75630,-32034,-102193,-102193,-102193
ACVA,31-12-2021,358435,204753,153682,270736,222223,215156,8264,-76805,129,-76676,782,-77458,724,75630,-32034,-78182,-78182,-78182
ACVA,31-12-2020,208357,113049,95308,270736,129880,215156,6075,-40647,748,-39899,633,-40532,489,75630,-32034,-41021,-41021,-41021
ACVA,31-12-2019,106847,82778,24069,270736,102065,215156,1286,-79282,2093,-77189,155791,-77189,27,75630,-32034,-77216,-77216,-77216
